DrugName,CypName,Action,Species,Database,CASNumber
Selegiline,2E1,inhibitor,human,SuperCYP,014611519
Selegiline,2E1,inhibitor,human,SuperCYP,014611519
Sevoflurane,2E1,substrate,human,SuperCYP,028523866
Sevoflurane,2E1,substrate,human,SuperCYP,028523866
Sildenafil,2E1,inhibitor,human,SuperCYP,139755832
Sodium chloride,2E1,inducer,human,SuperCYP,007647145
Sodium salicylate,2E1,inducer,,SuperCYP,000054217
Streptozocin,2E1,inducer,rat,SuperCYP,018883664
Sulconazole,2E1,inhibitor,human,SuperCYP,061318909
Sulfadiazine,2E1,substrate,human,SuperCYP,000068359
Sulfadiazine,2E1,substrate,human,SuperCYP,000068359
Sulfanilamide,2E1,inhibitor,human,SuperCYP,000063741
Tamoxifen,2E1,substrate,human,SuperCYP,010540291
Tamoxifen,2E1,substrate,human,SuperCYP,010540291
Tegafur,2E1,substrate,human,SuperCYP,017902237
Tegafur,2E1,substrate,human,SuperCYP,017902237
Tegaserod,2E1,inhibitor,human,SuperCYP,145158710
Tenofovir disoproxil,2E1,inhibitor,human,SuperCYP,201341051
Thalidomide,2E1,inducer,,SuperCYP,000050351
Theobromine,2E1,substrate,human,SuperCYP,000083670
Theobromine,2E1,substrate,human,SuperCYP,000083670
Theophylline,2E1,substrate,human,SuperCYP,000058559
Theophylline,2E1,substrate,human,SuperCYP,000058559
Thiamazole,2E1,inhibitor,human,SuperCYP,000060560
Thiopental,2E1,inhibitor,human,SuperCYP,000076755
Thioridazine,2E1,inhibitor,human,SuperCYP,000050522
Thioridazine,2E1,inhibitor,human,SuperCYP,000050522
Thiosulfate,2E1,inhibitor,human,SuperCYP,014383507
Thiram,2E1,substrate,rat,SuperCYP,000137268
Tibolone,2E1,inhibitor,human,SuperCYP,005630535
Ticlopidine,2E1,inhibitor,human,SuperCYP,055142853
Tioconazole,2E1,inhibitor,human,SuperCYP,065899732
Tiopronin,2E1,inhibitor,,SuperCYP,001953022
Tocopherol (vit E),2E1,inhibitor,rat,SuperCYP,001406662
Trabectedin,2E1,substrate,human,SuperCYP,114899773
Trabectedin,2E1,substrate,human,SuperCYP,114899773
Tranylcypromine,2E1,inhibitor,human,SuperCYP,000155099
Tranylcypromine,2E1,inhibitor,human,SuperCYP,000155099
Tretinoin,2E1,inducer,,SuperCYP,000302794
Trichloroethylene,2E1,inhibitor,human,SuperCYP,000079016
Trichloroethylene,2E1,substrate,human,SuperCYP,000079016
Trichloroethylene,2E1,substrate,mouse,SuperCYP,000079016
Trimethadione,2E1,substrate,human,SuperCYP,000127480
Trimethadione,2E1,substrate,human,SuperCYP,000127480
Trospium,2E1,inhibitor,,SuperCYP,010405024
Ursodeoxycholic acid,2E1,inhibitor,human,SuperCYP,000128132
Ursodeoxycholic acid,2E1,inducer,human,SuperCYP,000128132
Vincamin,2E1,substrate,human,SuperCYP,001617909
Vincamine,2E1,substrate,human,SuperCYP,001617909
Voglibose,2E1,inducer,,SuperCYP,083480299
Zafirlukast,2E1,inhibitor,human,SuperCYP,107753786
Zopiclone,2E1,substrate,human,SuperCYP,043200802
Enflurane,2F1,substrate,human,SuperCYP,013838169
Ketoconazole,2F1,inhibitor,human,SuperCYP,065277421
Phenol,2F1,substrate,human,SuperCYP,000108952
Rifampicin,2F1,inducer,,SuperCYP,013292461
Astemizole,2J2,substrate,human,SuperCYP,068844779
Astemizole,2J2,substrate,human,SuperCYP,068844779
Cocaine,2J2,inducer,,SuperCYP,000050362
Ebastine,2J2,substrate,human,SuperCYP,090729434
Ebastine,2J2,inhibitor,human,SuperCYP,090729434
Ergocalciferol,2J2,substrate,human,SuperCYP,000050146
Masoprocol,2J2,inhibitor,human,SuperCYP,027686846
Terfenadine,2J2,inhibitor,human,SuperCYP,050679088
Retinol (vit A),2S1,substrate,human,SuperCYP,000068268
Ursodeoxycholic acid,2W1,inhibitor,human,SuperCYP,000128132
Ursodeoxycholic acid,2W1,inducer,human,SuperCYP,000128132
2-(4-chlorphenoxy)-ethanol,3A4,inhibitor,human,SuperCYP,000064175
2-(4-chlorphenoxy)-ethanol,3A4,substrate,human,SuperCYP,000064175
2-(4-chlorphenoxy)-ethanol,3A4,inducer,human,SuperCYP,000064175
2-(4-chlorphenoxy)-ethanol,3A4,inducer,human,SuperCYP,000064175
Acetazolamide,3A4,inhibitor,human,SuperCYP,000059665
Adefovir dipivoxil,3A4,inhibitor,human,SuperCYP,142340996
Ademetionin,3A4,inhibitor,human,SuperCYP,029908030
Ademetionine,3A4,inhibitor,human,SuperCYP,029908030
Adinazolam,3A4,substrate,human,SuperCYP,037115325
Adinazolam,3A4,substrate,human,SuperCYP,037115325
Albendazole,3A4,substrate,human,SuperCYP,054965218
Albendazole,3A4,substrate,human,SuperCYP,054965218
Alfentanil,3A4,substrate,,SuperCYP,071195589
Alfentanil,3A4,substrate,human,SuperCYP,071195589
Alfentanil,3A4,substrate,human,SuperCYP,071195589
Alfentanil,3A4,substrate,human,SuperCYP,071195589
Alfuzosin,3A4,substrate,,SuperCYP,081403807
Allylestrenol,3A4,substrate,human,SuperCYP,000432600
Almotriptan,3A4,substrate,human,SuperCYP,154323576
Almotriptan,3A4,substrate,human,SuperCYP,154323576
Alosetron,3A4,substrate,human,SuperCYP,122852420
Alosetron,3A4,substrate,human,SuperCYP,122852420
Alprazolam,3A4,substrate,human,SuperCYP,028981977
Alprazolam,3A4,substrate,human,SuperCYP,028981977
Alprazolam,3A4,substrate,human,SuperCYP,028981977
Ambroxol,3A4,inhibitor,human,SuperCYP,018683915
Ambroxol,3A4,substrate,human,SuperCYP,018683915
Ambroxol,3A4,substrate,human,SuperCYP,018683915
Aminogluthetimide,3A4,inducer,human,SuperCYP,000125848
Aminophenazone,3A4,substrate,human,SuperCYP,000058151
Aminophylline,3A4,substrate,human,SuperCYP,000317340
Amiodarone,3A4,inhibitor,human,SuperCYP,001951253
Amiodarone,3A4,substrate,human,SuperCYP,001951253
Amiodarone,3A4,inhibitor,,SuperCYP,001951253
Amitriptyline,3A4,substrate,human,SuperCYP,000050486
Amitriptyline,3A4,substrate,human,SuperCYP,000050486
Amitriptyline,3A4,inhibitor,human,SuperCYP,000050486
Amlodipine,3A4,inhibitor,human,SuperCYP,088150429
Amlodipine,3A4,substrate,human,SuperCYP,088150429
Amlodipine,3A4,substrate,human,SuperCYP,088150429
Amprenavir,3A4,inhibitor,human,SuperCYP,161814499
Amprenavir,3A4,substrate,human,SuperCYP,161814499
Amprenavir,3A4,inhibitor,human,SuperCYP,161814499
Amprenavir,3A4,substrate,human,SuperCYP,161814499
Anastrozole,3A4,inhibitor,human,SuperCYP,120511731
Anastrozole,3A4,inhibitor,human,SuperCYP,120511731
Aprepitant,3A4,inducer,,SuperCYP,170729803
Aprepitant,3A4,inhibitor,human,SuperCYP,170729803
Aprepitant,3A4,substrate,human,SuperCYP,170729803
Aprepitant,3A4,inhibitor,human,SuperCYP,170729803
Aprepitant,3A4,inhibitor,human,SuperCYP,170729803
Aprepitant,3A4,substrate,human,SuperCYP,170729803
Argatroban,3A4,substrate,human,SuperCYP,074863846
Aripiprazole,3A4,substrate,human,SuperCYP,129722129
Aripiprazole,3A4,substrate,human,SuperCYP,129722129
Arsenic trioxide,3A4,inhibitor,human,SuperCYP,001327533
Arsenic trioxide,3A4,inhibitor,human,SuperCYP,001327533
Artemether,3A4,substrate,human,SuperCYP,071939510
Artemisinin,3A4,substrate,human,SuperCYP,063968649
Artemisinin,3A4,inducer,human,SuperCYP,063968649
Astemizole,3A4,inhibitor,human,SuperCYP,068844779
Astemizole,3A4,substrate,human,SuperCYP,068844779
Astemizole,3A4,substrate,,SuperCYP,068844779
atazanavir,3A4,inhibitor,,SuperCYP,cid148192
atazanavir,3A4,substrate,,SuperCYP,cid148192
atazanavir,3A4,substrate,,SuperCYP,cid148192
Atenolol,3A4,substrate,,SuperCYP,029122687
Atomoxetine,3A4,inhibitor,human,SuperCYP,083015263
Atorvastatin,3A4,inhibitor,human,SuperCYP,134523005
Atorvastatin,3A4,substrate,human,SuperCYP,134523005
Atorvastatin,3A4,inhibitor,human,SuperCYP,134523005
Atorvastatin,3A4,substrate,human,SuperCYP,134523005
Azatadine,3A4,inducer,human,SuperCYP,003964816
Azelastine,3A4,inhibitor,human,SuperCYP,058581898
Azelastine,3A4,substrate,human,SuperCYP,058581898
Azelastine,3A4,inhibitor,human,SuperCYP,058581898
Azelastine,3A4,substrate,human,SuperCYP,058581898
Azithromycin,3A4,inhibitor,human,SuperCYP,083905015
Azithromycin,3A4,inhibitor,human,SuperCYP,083905015
Azithromycin,3A4,substrate,human,SuperCYP,083905015
Aztreonam,3A4,substrate,monkey,SuperCYP,078110380
Barnidipine,3A4,inhibitor,human,SuperCYP,104713759
Barnidipine,3A4,substrate,human,SuperCYP,104713759
Barnidipine,3A4,inhibitor,human,SuperCYP,104713759
Benidipine,3A4,inhibitor,human,SuperCYP,105979177
Benzethonium,3A4,inhibitor,human,SuperCYP,000121540
Benzocaine,3A4,inhibitor,Sparus aurata (fish),SuperCYP,000094097
Benzydamine,3A4,substrate,human,SuperCYP,000642728
Benzydamine,3A4,substrate,human,SuperCYP,000642728
Bergapten,3A4,inhibitor,human,SuperCYP,000484208
Betamethason,3A4,inhibitor,human,SuperCYP,000378449
Betamethasone,3A4,inhibitor,human,SuperCYP,000378449
Bexarotene,3A4,substrate,human,SuperCYP,153559490
Bexarotene,3A4,substrate,human,SuperCYP,153559490
Bexarotene,3A4,inducer,human,SuperCYP,153559490
Bexarotene,3A4,substrate,human,SuperCYP,153559490
Bezafibrate,3A4,substrate,human,SuperCYP,041859670
Bezafibrate,3A4,substrate,human,SuperCYP,041859670
Bicalutamide,3A4,inhibitor,,SuperCYP,090357065
Bicalutamide,3A4,substrate,,SuperCYP,090357065
Bifonazole,3A4,inhibitor,human,SuperCYP,060628968
Bisoprolol,3A4,substrate,human,SuperCYP,066722449
Bisoprolol,3A4,substrate,human,SuperCYP,066722449
Bortezomib,3A4,substrate,human,SuperCYP,179324697
Bortezomib,3A4,inhibitor,human,SuperCYP,179324697
Bortezomib,3A4,substrate,human,SuperCYP,179324697
Bosentan,3A4,substrate,human,SuperCYP,147536978
Bosentan,3A4,inducer,human,SuperCYP,147536978
Bosentan,3A4,inducer,human,SuperCYP,147536978
Bosentan,3A4,substrate,human,SuperCYP,147536978
Brinzolamide,3A4,substrate,human,SuperCYP,138890627
Brinzolamide,3A4,substrate,human,SuperCYP,138890627
Bromazepam,3A4,substrate,human,SuperCYP,001812302
Bromocriptine,3A4,inhibitor,human,SuperCYP,025614033
Bromocriptine,3A4,substrate,human,SuperCYP,025614033
Bromocriptine,3A4,inhibitor,human,SuperCYP,025614033
Bromocriptine,3A4,substrate,human,SuperCYP,025614033
Bromperidol,3A4,substrate,human,SuperCYP,010457906
Bromperidol,3A4,substrate,human,SuperCYP,010457906
Brompheniramine,3A4,substrate,human,SuperCYP,000086226
Brotizolam,3A4,substrate,human,SuperCYP,057801817
Brotizolam,3A4,substrate,human,SuperCYP,057801817
Budesonid,3A4,substrate,human,SuperCYP,051333223
Budesonid,3A4,substrate,human,SuperCYP,051333223
Budesonide,3A4,substrate,human,SuperCYP,051333223
Budesonide,3A4,substrate,human,SuperCYP,051333223
Bupivacaine,3A4,substrate,human,SuperCYP,038396393
Bupivacaine,3A4,substrate,human,SuperCYP,038396393
Buprenorphine,3A4,inhibitor,human,SuperCYP,052485797
Buprenorphine,3A4,substrate,human,SuperCYP,052485797
Buprenorphine,3A4,inhibitor,human,SuperCYP,052485797
Buprenorphine,3A4,substrate,human,SuperCYP,052485797
Bupropion,3A4,substrate,human,SuperCYP,034911552
Buspirone,3A4,substrate,human,SuperCYP,036505847
Buspirone,3A4,substrate,human,SuperCYP,036505847
Busulfan,3A4,substrate,human,SuperCYP,000055981
Busulfan,3A4,substrate,human,SuperCYP,000055981
Caffeine,3A4,substrate,human,SuperCYP,000058082
Caffeine,3A4,inhibitor,human,SuperCYP,000058082
Caffeine,3A4,substrate,,SuperCYP,000058082
Calcitriol,3A4,inducer,human,SuperCYP,032222063
Capsaicin,3A4,substrate,human,SuperCYP,000404864
Capsaicin,3A4,substrate,human,SuperCYP,000404864
Carbamazepine,3A4,substrate,human,SuperCYP,000298464
Carbamazepine,3A4,inducer,human,SuperCYP,000298464
Carbamazepine,3A4,inducer,human,SuperCYP,000298464
Carbamazepine,3A4,inducer,human,SuperCYP,000298464
Carbamazepine,3A4,substrate,human,SuperCYP,000298464
Carbinoxamine,3A4,substrate,human,SuperCYP,000486168
Carboplatin,3A4,inducer,,SuperCYP,041575944
Carvedilol,3A4,substrate,human,SuperCYP,072956093
Carvedilol,3A4,substrate,human,SuperCYP,072956093
Caspofungin,3A4,inhibitor,human,SuperCYP,162808620
Cefalexin,3A4,substrate,human,SuperCYP,015686712
Celecoxib,3A4,substrate,human,SuperCYP,184007952
Celecoxib,3A4,substrate,human,SuperCYP,169590425
Celecoxib,3A4,substrate,human,SuperCYP,169590425
Cerivastatin,3A4,inhibitor,human,SuperCYP,145599866
Cerivastatin,3A4,substrate,human,SuperCYP,145599866
Cerivastatin,3A4,substrate,human,SuperCYP,145599866
Cetirizine,3A4,substrate,,SuperCYP,083881510
Chinin,3A4,substrate,human,SuperCYP,000130950
Chinin,3A4,inducer,human,SuperCYP,000130950
Chinin,3A4,inhibitor,human,SuperCYP,000130950
Chinin,3A4,substrate,human,SuperCYP,000130950
Chloramphenicol,3A4,inhibitor,human,SuperCYP,000056757
Chloramphenicol,3A4,inhibitor,human,SuperCYP,000056757
Chlordiazepoxide,3A4,substrate,human,SuperCYP,000058253
Chlormadinone,3A4,inhibitor,,SuperCYP,001961779
Chloroquine,3A4,substrate,human,SuperCYP,000054057
Chloroquine,3A4,substrate,human,SuperCYP,000054057
Chlorphenamine,3A4,substrate,,SuperCYP,000132229
Chlorpromazine,3A4,inducer,,SuperCYP,000050533
Chlorpromazine,3A4,substrate,human,SuperCYP,000050533
Chlorpromazine,3A4,substrate,human,SuperCYP,000050533
Chlorprothixene,3A4,substrate,,SuperCYP,000113597
Chlorzoxazone,3A4,inhibitor,human,SuperCYP,000095250
Chlorzoxazone,3A4,substrate,human,SuperCYP,000095250
Chlorzoxazone,3A4,inhibitor,human,SuperCYP,000095250
Cibenzoline,3A4,substrate,human,SuperCYP,053267019
Ciclesonide,3A4,substrate,human,SuperCYP,141845821
Ciclosporin,3A4,inducer,human,SuperCYP,059865133
Ciclosporin,3A4,inhibitor,human,SuperCYP,059865133
Ciclosporin,3A4,substrate,human,SuperCYP,059865133
Ciclosporin,3A4,substrate,human,SuperCYP,059865133
Ciclosporin,3A4,substrate,human,SuperCYP,059865133
Ciclosporin,3A4,inhibitor,human,SuperCYP,059865133
Ciclosporin,3A4,substrate,human,SuperCYP,059865133
Cilnidipine,3A4,substrate,human,SuperCYP,132203704
Cimetidine,3A4,inhibitor,human,SuperCYP,051481619
Cimetidine,3A4,inhibitor,human,SuperCYP,051481619
Ciprofibrate,3A4,substrate,human,SuperCYP,052214843
Ciprofibrate,3A4,substrate,human,SuperCYP,052214843
Ciprofloxacin,3A4,inhibitor,human,SuperCYP,085721331
Ciprofloxacin,3A4,inhibitor,human,SuperCYP,085721331
Cisapride,3A4,substrate,human,SuperCYP,081098604
Cisapride,3A4,inhibitor,human,SuperCYP,081098604
Cisapride,3A4,substrate,human,SuperCYP,081098604
Citalopram,3A4,substrate,human,SuperCYP,059729338
Citalopram,3A4,substrate,human,SuperCYP,059729338
Clarithromycin,3A4,substrate,,SuperCYP,081103119
Clarithromycin,3A4,inhibitor,,SuperCYP,081103119
Clarithromycin,3A4,inhibitor,human,SuperCYP,081103119
Clarithromycin,3A4,substrate,human,SuperCYP,081103119
Clarithromycin,3A4,inducer,human,SuperCYP,081103119
Clarithromycin,3A4,inhibitor,human,SuperCYP,081103119
Clemastine,3A4,inhibitor,human,SuperCYP,015686518
Clemastine,3A4,inhibitor,human,SuperCYP,015686518
Clindamycin,3A4,inhibitor,human,SuperCYP,018323449
Clindamycin,3A4,substrate,human,SuperCYP,018323449
Clindamycin,3A4,substrate,human,SuperCYP,018323449
Clobazam,3A4,substrate,human,SuperCYP,022316478
Clobazam,3A4,substrate,human,SuperCYP,022316478
Clofazimine,3A4,inhibitor,human,SuperCYP,002030639
Clofazimine,3A4,substrate,human,SuperCYP,002030639
Clofenotane,3A4,inducer,,SuperCYP,000050293
Clofibrate,3A4,substrate,human,SuperCYP,000637070
Clofibrate,3A4,inducer,human,SuperCYP,000637070
Clofibrate,3A4,inducer,human,SuperCYP,000637070
Clofibrate,3A4,substrate,human,SuperCYP,000637070
Clomethiazole,3A4,substrate,human,SuperCYP,000533459
Clomifene,3A4,inhibitor,human,SuperCYP,000911455
Clomipramine,3A4,substrate,human,SuperCYP,000303491
Clomipramine,3A4,substrate,human,SuperCYP,000303491
Clonazepam,3A4,substrate,human,SuperCYP,001622613
Clonazepam,3A4,substrate,human,SuperCYP,001622613
Clopidogrel,3A4,substrate,human,SuperCYP,113665842
Clopidogrel,3A4,substrate,human,SuperCYP,113665842
Clotiazepam,3A4,substrate,human,SuperCYP,033671464
Clotiazepam,3A4,inhibitor,human,SuperCYP,033671464
Clotrimazole,3A4,inhibitor,human,SuperCYP,023593751
Clotrimazole,3A4,inducer,human,SuperCYP,023593751
Clotrimazole,3A4,inhibitor,human,SuperCYP,023593751
Clotrimazole,3A4,inducer,human,SuperCYP,023593751
Clozapine,3A4,inhibitor,human,SuperCYP,005786210
Clozapine,3A4,inducer,human,SuperCYP,005786210
Clozapine,3A4,inhibitor,human,SuperCYP,005786210
Clozapine,3A4,substrate,human,SuperCYP,005786210
Cocaine,3A4,inducer,,SuperCYP,000050362
Cocaine,3A4,inhibitor,human,SuperCYP,000050362
Cocaine,3A4,substrate,human,SuperCYP,000050362
Cocaine,3A4,inhibitor,human,SuperCYP,000050362
Cocaine,3A4,substrate,,SuperCYP,000050362
Codeine,3A4,substrate,human,SuperCYP,000076573
Codeine,3A4,substrate,,SuperCYP,000076573
Colchicine,3A4,inhibitor,human,SuperCYP,000064868
Colchicine,3A4,substrate,human,SuperCYP,000064868
Colchicine,3A4,inducer,human,SuperCYP,000064868
Colchicine,3A4,substrate,human,SuperCYP,000064868
Cortisone,3A4,substrate,,SuperCYP,000053065
Cyamemazine,3A4,substrate,human,SuperCYP,003546030
Cyclobarbital,3A4,inducer,,SuperCYP,000052313
Cyclobenzaprine,3A4,substrate,human,SuperCYP,000303537
Cyclobenzaprine,3A4,substrate,human,SuperCYP,000303537
Cyclophosphamide,3A4,inhibitor,human,SuperCYP,000050180
Cyclophosphamide,3A4,substrate,human,SuperCYP,000050180
Cyclophosphamide,3A4,inducer,human,SuperCYP,000050180
Cyclophosphamide,3A4,inhibitor,human,SuperCYP,000050180
Cyclophosphamide,3A4,substrate,human,SuperCYP,000050180
Cyclophosphamide,3A4,inducer,human,SuperCYP,000050180
Cytarabine,3A4,substrate,human,SuperCYP,000147944
Cytarabine,3A4,substrate,human,SuperCYP,000147944
Danazol,3A4,inhibitor,human,SuperCYP,017230885
Danazol,3A4,inhibitor,human,SuperCYP,017230885
Dantrolene,3A4,substrate,human,SuperCYP,007261974
Dantrolene,3A4,substrate,human,SuperCYP,007261974
Dapsone,3A4,substrate,human,SuperCYP,000080080
Dapsone,3A4,substrate,,SuperCYP,000080080
Daunorubicin,3A4,inhibitor,human,SuperCYP,020830813
Daunorubicin,3A4,substrate,human,SuperCYP,020830813
Delavirdine,3A4,inhibitor,human,SuperCYP,136817599
Delavirdine,3A4,substrate,human,SuperCYP,136817599
Delavirdine,3A4,substrate,human,SuperCYP,136817599
Delavirdine,3A4,inhibitor,human,SuperCYP,136817599
Desipramine,3A4,inhibitor,human,SuperCYP,000050475
Desogestrel,3A4,substrate,human,SuperCYP,054024225
desvenlafaxine,3A4,substrate,,SuperCYP,cid125017
Dexamethason,3A4,inhibitor,human,SuperCYP,000050022
Dexamethason,3A4,substrate,human,SuperCYP,000050022
Dexamethason,3A4,inducer,human,SuperCYP,000050022
Dexamethason,3A4,inducer,human,SuperCYP,000050022
Dexamethason,3A4,substrate,,SuperCYP,000050022
Dexamethason,3A4,inducer,human,SuperCYP,000050022
Dexamethasone,3A4,inhibitor,human,SuperCYP,000050022
Dexamethasone,3A4,substrate,human,SuperCYP,000050022
Dexamethasone,3A4,inducer,human,SuperCYP,000050022
Dexamethasone,3A4,inducer,human,SuperCYP,000050022
Dexamethasone,3A4,substrate,,SuperCYP,000050022
Dexamethasone,3A4,inducer,human,SuperCYP,000050022
Dextromethorphan,3A4,substrate,human,SuperCYP,000125713
Dextromethorphan,3A4,substrate,human,SuperCYP,000125713
Dextromethorphan,3A4,substrate,human,SuperCYP,000125713
Dextropropoxyphene,3A4,inhibitor,human,SuperCYP,000469625
Dextropropoxyphene,3A4,substrate,human,SuperCYP,000469625
Dextropropoxyphene,3A4,substrate,human,SuperCYP,000469625
Diazepam,3A4,inhibitor,human,SuperCYP,000439145
Diazepam,3A4,substrate,human,SuperCYP,000439145
Diazepam,3A4,inhibitor,human,SuperCYP,000439145
Diazepam,3A4,substrate,,SuperCYP,000439145
Diclofenac,3A4,substrate,human,SuperCYP,015307865
Diclofenac,3A4,inhibitor,,SuperCYP,015307865
Diclofenac,3A4,substrate,,SuperCYP,015307865
Dicloxacillin,3A4,inducer,,SuperCYP,003116765
Diethyltoluamide,3A4,substrate,human,SuperCYP,000134623
Digitoxin,3A4,substrate,human,SuperCYP,000071636
Digitoxin,3A4,substrate,,SuperCYP,000071636
Digoxin,3A4,substrate,,SuperCYP,020830755
Digoxin,3A4,substrate,human,SuperCYP,020830755
Dihydralazine,3A4,inhibitor,human,SuperCYP,000484231
Dihydralazine,3A4,substrate,human,SuperCYP,000484231
Dihydrocodein,3A4,substrate,human,SuperCYP,000125280
Dihydrocodeine,3A4,substrate,human,SuperCYP,000125280
Dihydroergotamine,3A4,inhibitor,rat,SuperCYP,000511126
Dihydroergotamine,3A4,inhibitor,human,SuperCYP,000511126
Dihydroergotamine,3A4,substrate,human,SuperCYP,000511126
Dihydroergotamine,3A4,inhibitor,,SuperCYP,000511126
Dihydroergotamine,3A4,substrate,,SuperCYP,000511126
Dihydrostreptomycin,3A4,substrate,human,SuperCYP,000128461
Diiodohydroxypropane,3A4,inhibitor,human,SuperCYP,000067630
Diltiazem,3A4,substrate,human,SuperCYP,042399417
Diltiazem,3A4,inhibitor,human,SuperCYP,042399417
Diltiazem,3A4,substrate,human,SuperCYP,042399417
Diltiazem,3A4,inhibitor,,SuperCYP,042399417
Diltiazem,3A4,substrate,,SuperCYP,042399417
Diltiazem,3A4,inhibitor,human,SuperCYP,042399417
Dimethyl sulfoxide,3A4,inhibitor,human,SuperCYP,000067685
Dimetotiazine,3A4,inhibitor,human,SuperCYP,007456248
Diosmectite,3A4,inhibitor,human,SuperCYP,000520343
Diphenhydramine methylbromide,3A4,substrate,,SuperCYP,031065891
Dirithromycin,3A4,substrate,,SuperCYP,062013041
Disopyramide,3A4,substrate,human,SuperCYP,003737095
Disopyramide,3A4,substrate,,SuperCYP,003737095
Disopyramide,3A4,substrate,human,SuperCYP,003737095
Disulfiram,3A4,inhibitor,,SuperCYP,000097778
Disulfiram,3A4,substrate,,SuperCYP,000097778
Disulfiram,3A4,substrate,human,SuperCYP,000097778
Docetaxel,3A4,inhibitor,human,SuperCYP,114977285
Docetaxel,3A4,substrate,human,SuperCYP,114977285
Docetaxel,3A4,inhibitor,human,SuperCYP,114977285
Docetaxel,3A4,substrate,human,SuperCYP,114977285
Dofetilide,3A4,substrate,human,SuperCYP,115256116
Dolasetron,3A4,substrate,,SuperCYP,115956122
Domperidone,3A4,substrate,human,SuperCYP,057808669
Domperidone,3A4,substrate,,SuperCYP,057808669
Donepezil,3A4,substrate,human,SuperCYP,120014064
Donepezil,3A4,substrate,human,SuperCYP,120014064
Dorzolamide,3A4,substrate,human,SuperCYP,120279961
Dorzolamide,3A4,substrate,,SuperCYP,120279961
Doxazosin,3A4,substrate,,SuperCYP,074191858
Doxepin,3A4,substrate,,SuperCYP,001668195
Doxorubicin,3A4,inducer,,SuperCYP,023214928
Doxorubicin,3A4,substrate,human,SuperCYP,023214928
Doxorubicin,3A4,inhibitor,human,SuperCYP,023214928
Doxorubicin,3A4,inhibitor,,SuperCYP,023214928
Doxorubicin,3A4,substrate,,SuperCYP,023214928
Doxorubicin,3A4,inhibitor,human,SuperCYP,023214928
Doxycycline,3A4,inhibitor,human,SuperCYP,000564250
Doxycycline,3A4,inhibitor,,SuperCYP,000564250
Doxycycline,3A4,substrate,,SuperCYP,000564250
Doxylamin,3A4,inducer,,SuperCYP,000469216
Doxylamine,3A4,inducer,,SuperCYP,000469216
Dutasteride,3A4,substrate,human,SuperCYP,164656239
Ebastine,3A4,substrate,human,SuperCYP,090729434
Ebastine,3A4,substrate,human,SuperCYP,090729434
Econazole,3A4,inhibitor,human,SuperCYP,027220479
Efavirenz,3A4,inhibitor,human,SuperCYP,154598524
Efavirenz,3A4,substrate,human,SuperCYP,154598524
Efavirenz,3A4,inducer,human,SuperCYP,154598524
Efavirenz,3A4,inhibitor,,SuperCYP,154598524
Efavirenz,3A4,substrate,human,SuperCYP,154598524
Efavirenz,3A4,inducer,human,SuperCYP,154598524
Eletriptan,3A4,substrate,human,SuperCYP,143322581
Eletriptan,3A4,inducer,human,SuperCYP,143322581
Eletriptan,3A4,substrate,human,SuperCYP,143322581
Emetine,3A4,inhibitor,human,SuperCYP,000483181
Emetine,3A4,substrate,human,SuperCYP,000483181
Emetine,3A4,substrate,human,SuperCYP,000483181
Enalapril,3A4,substrate,human,SuperCYP,075847733
Enalapril,3A4,substrate,human,SuperCYP,075847733
Entacapone,3A4,inhibitor,,SuperCYP,116314671
Epinastine,3A4,substrate,human,SuperCYP,080012437
Epinastine,3A4,substrate,human,SuperCYP,080012437
Epinephrin,3A4,inhibitor,human,SuperCYP,000051434
Epinephrine,3A4,inhibitor,human,SuperCYP,000051434
Eplerenone,3A4,substrate,human,SuperCYP,107724209
Eplerenone,3A4,substrate,human,SuperCYP,107724209
Ergocalciferol,3A4,substrate,human,SuperCYP,000050146
Ergocalciferol,3A4,inducer,human,SuperCYP,000050146
Ergometrine,3A4,inhibitor,human,SuperCYP,000060797
Ergotamine,3A4,substrate,human,SuperCYP,000113155
Ergotamine,3A4,substrate,human,SuperCYP,000113155
Ergotamine,3A4,inhibitor,human,SuperCYP,000113155
Ergotamine,3A4,inhibitor,human,SuperCYP,000113155
Erythromycin,3A4,inducer,human,SuperCYP,000114078
Erythromycin,3A4,inhibitor,human,SuperCYP,000114078
Erythromycin,3A4,substrate,human,SuperCYP,000114078
Erythromycin,3A4,inhibitor,human,SuperCYP,000114078
Erythromycin,3A4,substrate,,SuperCYP,000114078
Erythromycin,3A4,inhibitor,human,SuperCYP,000114078
Escitalopram,3A4,substrate,human,SuperCYP,128196010
Escitalopram,3A4,substrate,human,SuperCYP,128196010
Esketamine,3A4,substrate,human,SuperCYP,033643468
Esomeprazole,3A4,substrate,,SuperCYP,161973100
Estazolam,3A4,substrate,human,SuperCYP,029975164
Estazolam,3A4,substrate,human,SuperCYP,029975164
Estradiol,3A4,substrate,human,SuperCYP,000050282
Estradiol,3A4,substrate,human,SuperCYP,000050282
Estramustine,3A4,substrate,human,SuperCYP,002998574
Estrone,3A4,substrate,human,SuperCYP,000053167
Estrone,3A4,substrate,human,SuperCYP,000053167
Ethanol,3A4,inhibitor,human,SuperCYP,000064175
Ethanol,3A4,substrate,human,SuperCYP,000064175
Ethanol,3A4,inducer,human,SuperCYP,000064175
Ethanol,3A4,inducer,human,SuperCYP,000064175
Ethinylestradiol,3A4,substrate,human,SuperCYP,000057636
