Name,Name,Actions,Species,Database,DrugBank ID
Theophylline,2E1',substrate,Not Specified,DrugBank,DB00277
Acetaminophen,2E1',substrate,Not Specified,DrugBank,DB00316
Amitriptyline,2E1',"substrate, inhibitor",Not Specified,DrugBank,DB00321
Trimethadione,2E1',substrate,Not Specified,DrugBank,DB00347
Chlorzoxazone,2E1',"substrate, inhibitor",Not Specified,DrugBank,DB00356
Sulfadiazine,2E1',substrate,Not Specified,DrugBank,DB00359
Clozapine,2E1',inhibitor,Not Specified,DrugBank,DB00363
Meprobamate,2E1',substrate,Not Specified,DrugBank,DB00371
Mexiletine,2E1',substrate,Not Specified,DrugBank,DB00379
Streptozocin,2E1',inducer,Not Specified,DrugBank,DB00428
Imipramine,2E1',inhibitor,Not Specified,DrugBank,DB00458
Quinine,2E1',substrate,Not Specified,DrugBank,DB00468
Chlorpromazine,2E1',inhibitor,Not Specified,DrugBank,DB00477
Cimetidine,2E1',inhibitor,Not Specified,DrugBank,DB00501
Ritonavir,2E1',inhibitor,Not Specified,DrugBank,DB00503
Dextromethorphan,2E1',substrate,Not Specified,DrugBank,DB00514
Oxaliplatin,2E1',substrate,Not Specified,DrugBank,DB00526
Nortriptyline,2E1',inhibitor,Not Specified,DrugBank,DB00540
Zafirlukast,2E1',inhibitor,Not Specified,DrugBank,DB00549
Diclofenac,2E1',inhibitor,Not Specified,DrugBank,DB00586
Ethosuximide,2E1',substrate,Not Specified,DrugBank,DB00593
Thiopental,2E1',inhibitor,Not Specified,DrugBank,DB00599
Paramethadione,2E1',substrate,Not Specified,DrugBank,DB00617
Nicardipine,2E1',substrate,Not Specified,DrugBank,DB00622
Fluphenazine,2E1',inhibitor,Not Specified,DrugBank,DB00623
Dexmedetomidine,2E1',substrate,Not Specified,DrugBank,DB00633
Clofibrate,2E1',inducer,Not Specified,DrugBank,DB00636
Estrone,2E1',substrate,Not Specified,DrugBank,DB00655
Tamoxifen,2E1',substrate,Not Specified,DrugBank,DB00675
Thioridazine,2E1',inhibitor,Not Specified,DrugBank,DB00679
Midazolam,2E1',inhibitor,Not Specified,DrugBank,DB00683
Flurazepam,2E1',inhibitor,Not Specified,DrugBank,DB00690
Methazolamide,2E1',inhibitor,Not Specified,DrugBank,DB00703
Carbinoxamine,2E1',substrate,Not Specified,DrugBank,DB00748
Tranylcypromine,2E1',inhibitor,Not Specified,DrugBank,DB00752
Isoflurane,2E1',substrate,Not Specified,DrugBank,DB00753
Methimazole,2E1',inhibitor,Not Specified,DrugBank,DB00763
Etoposide,2E1',substrate,Not Specified,DrugBank,DB00773
Phenelzine,2E1',inducer,Not Specified,DrugBank,DB00780
Propofol,2E1',"substrate, inhibitor",Not Specified,DrugBank,DB00818
Disulfiram,2E1',inhibitor,Not Specified,DrugBank,DB00822
Diazepam,2E1',inhibitor,Not Specified,DrugBank,DB00829
Brompheniramine,2E1',substrate,Not Specified,DrugBank,DB00835
Dacarbazine,2E1',substrate,Not Specified,DrugBank,DB00851
Clomifene,2E1',inhibitor,Not Specified,DrugBank,DB00882
Isosorbide Dinitrate,2E1',inhibitor,Not Specified,DrugBank,DB00883
Ethanol,2E1',"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00898
Ondansetron,2E1',substrate,Not Specified,DrugBank,DB00904
Quinidine,2E1',substrate,Not Specified,DrugBank,DB00908
Almotriptan,2E1',substrate,Not Specified,DrugBank,DB00918
Felbamate,2E1',substrate,Not Specified,DrugBank,DB00949
Isoniazid,2E1',"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00951
Alosetron,2E1',inhibitor,Not Specified,DrugBank,DB00969
Azelastine,2E1',inhibitor,Not Specified,DrugBank,DB00972
Tioconazole,2E1',inhibitor,Not Specified,DrugBank,DB01007
Metyrapone,2E1',inhibitor,Not Specified,DrugBank,DB01011
Methoxyflurane,2E1',substrate,Not Specified,DrugBank,DB01028
Selegiline,2E1',inhibitor,Not Specified,DrugBank,DB01037
Thalidomide,2E1',substrate,Not Specified,DrugBank,DB01041
Rifampicin,2E1',inducer,Not Specified,DrugBank,DB01045
Clonazepam,2E1',inhibitor,Not Specified,DrugBank,DB01068
Tegaserod,2E1',inhibitor,Not Specified,DrugBank,DB01079
Pilocarpine,2E1',substrate,Not Specified,DrugBank,DB01085
Pimozide,2E1',inhibitor,Not Specified,DrugBank,DB01100
Miconazole,2E1',inhibitor,Not Specified,DrugBank,DB01110
Nifedipine,2E1',inhibitor,Not Specified,DrugBank,DB01115
Econazole,2E1',inhibitor,Not Specified,DrugBank,DB01127
Proguanil,2E1',substrate,Not Specified,DrugBank,DB01131
Carvedilol,2E1',substrate,Not Specified,DrugBank,DB01136
Desipramine,2E1',inhibitor,Not Specified,DrugBank,DB01151
Bupropion,2E1',substrate,Not Specified,DrugBank,DB01156
Halothane,2E1',substrate,Not Specified,DrugBank,DB01159
Itraconazole,2E1',inhibitor,Not Specified,DrugBank,DB01167
Phenobarbital,2E1',"substrate, inducer",Not Specified,DrugBank,DB01174
Dexfenfluramine,2E1',inhibitor,Not Specified,DrugBank,DB01191
Zopiclone,2E1',substrate,Not Specified,DrugBank,DB01198
Mitoxantrone,2E1',substrate,Not Specified,DrugBank,DB01204
Fomepizole,2E1',inhibitor,Not Specified,DrugBank,DB01213
Aminophylline,2E1',substrate,Not Specified,DrugBank,DB01223
Dexamethasone,2E1',inducer,Not Specified,DrugBank,DB01234
Sevoflurane,2E1',substrate,Not Specified,DrugBank,DB01236
Glucosamine,2E1',substrate,Not Specified,DrugBank,DB01296
Colchicine,2E1',inducer,Not Specified,DrugBank,DB01394
Methotrimeprazine,2E1',inhibitor,Not Specified,DrugBank,DB01403
Theobromine,2E1',substrate,Not Specified,DrugBank,DB01412
Antipyrine,2E1',substrate,Not Specified,DrugBank,DB01435
Flunitrazepam,2E1',inhibitor,Not Specified,DrugBank,DB01544
Bromazepam,2E1',inhibitor,Not Specified,DrugBank,DB01558
Ursodeoxycholic acid,2E1',"inhibitor, inducer",Not Specified,DrugBank,DB01586
Nitrazepam,2E1',inhibitor,Not Specified,DrugBank,DB01595
Etoricoxib,2E1',inhibitor,Not Specified,DrugBank,DB01628
Nicotinamide,2E1',inhibitor,Not Specified,DrugBank,DB02701
Phenacetin,2E1',substrate,Not Specified,DrugBank,DB03783
Glycerol,2E1',inducer,Not Specified,DrugBank,DB04077
Bifonazole,2E1',inhibitor,Not Specified,DrugBank,DB04794
Tirapazamine,2E1',substrate,Not Specified,DrugBank,DB04858
Clevidipine,2E1',substrate,Not Specified,DrugBank,DB04920
Iloperidone,2E1',substrate,Not Specified,DrugBank,DB04946
Trabectedin,2E1',substrate,Not Specified,DrugBank,DB05109
Rufinamide,2E1',inhibitor,Not Specified,DrugBank,DB06201
Dalfampridine,2E1',substrate,Not Specified,DrugBank,DB06637
Ethanolamine Oleate,2E1',substrate,Not Specified,DrugBank,DB06689
Nilvadipine,2E1',substrate,Not Specified,DrugBank,DB06712
Aniline,2E1',substrate,Not Specified,DrugBank,DB06728
Benzyl alcohol,2E1',substrate,Not Specified,DrugBank,DB06770
Ellagic Acid,2E1',inhibitor,Not Specified,DrugBank,DB08846
Fingolimod,2E1',substrate,Not Specified,DrugBank,DB08868
Cyclosporine,3A5,"substrate, inducer",Not Specified,DrugBank,DB00091
Pravastatin,3A5,substrate,Not Specified,DrugBank,DB00175
Fluvoxamine,3A5,inhibitor,Not Specified,DrugBank,DB00176
Fluconazole,3A5,inhibitor,Not Specified,DrugBank,DB00196
Troglitazone,3A5,"inhibitor, inducer",Not Specified,DrugBank,DB00197
Erythromycin,3A5,inhibitor,Not Specified,DrugBank,DB00199
Caffeine,3A5,substrate,Not Specified,DrugBank,DB00201
Sildenafil,3A5,substrate,Not Specified,DrugBank,DB00203
Reserpine,3A5,inducer,Not Specified,DrugBank,DB00206
Nelfinavir,3A5,"substrate, inhibitor",Not Specified,DrugBank,DB00220
Indinavir,3A5,"substrate, inhibitor",Not Specified,DrugBank,DB00224
Lovastatin,3A5,substrate,Not Specified,DrugBank,DB00227
Nevirapine,3A5,substrate,Not Specified,DrugBank,DB00238
Ziprasidone,3A5,substrate,Not Specified,DrugBank,DB00246
Dapsone,3A5,substrate,Not Specified,DrugBank,DB00250
Phenytoin,3A5,inducer,Not Specified,DrugBank,DB00252
Argatroban,3A5,substrate,Not Specified,DrugBank,DB00278
Lidocaine,3A5,substrate,Not Specified,DrugBank,DB00281
Valproic Acid,3A5,substrate,Not Specified,DrugBank,DB00313
Codeine,3A5,substrate,Not Specified,DrugBank,DB00318
Amitriptyline,3A5,substrate,Not Specified,DrugBank,DB00321
Methadone,3A5,substrate,Not Specified,DrugBank,DB00333
Terfenadine,3A5,substrate,Not Specified,DrugBank,DB00342
Diltiazem,3A5,"substrate, inhibitor",Not Specified,DrugBank,DB00343
Amlodipine,3A5,substrate,Not Specified,DrugBank,DB00381
Nimodipine,3A5,substrate,Not Specified,DrugBank,DB00393
Beclomethasone,3A5,inducer,Not Specified,DrugBank,DB00394
Progesterone,3A5,substrate,Not Specified,DrugBank,DB00396
Sorafenib,3A5,substrate,Not Specified,DrugBank,DB00398
Nisoldipine,3A5,substrate,Not Specified,DrugBank,DB00401
Alprazolam,3A5,substrate,Not Specified,DrugBank,DB00404
Zolpidem,3A5,substrate,Not Specified,DrugBank,DB00425
Cerivastatin,3A5,substrate,Not Specified,DrugBank,DB00439
Teniposide,3A5,substrate,Not Specified,DrugBank,DB00444
Chloramphenicol,3A5,inhibitor,Not Specified,DrugBank,DB00446
Quinine,3A5,substrate,Not Specified,DrugBank,DB00468
Fluoxetine,3A5,substrate,Not Specified,DrugBank,DB00472
Buspirone,3A5,substrate,Not Specified,DrugBank,DB00490
Oxycodone,3A5,substrate,Not Specified,DrugBank,DB00497
Flutamide,3A5,substrate,Not Specified,DrugBank,DB00499
Cimetidine,3A5,inhibitor,Not Specified,DrugBank,DB00501
Haloperidol,3A5,substrate,Not Specified,DrugBank,DB00502
Ritonavir,3A5,"substrate, inhibitor",Not Specified,DrugBank,DB00503
Dextromethorphan,3A5,substrate,Not Specified,DrugBank,DB00514
Lercanidipine,3A5,substrate,Not Specified,DrugBank,DB00528
Erlotinib,3A5,substrate,Not Specified,DrugBank,DB00530
Cyclophosphamide,3A5,substrate,Not Specified,DrugBank,DB00531
Ciprofloxacin,3A5,inhibitor,Not Specified,DrugBank,DB00537
Nortriptyline,3A5,substrate,Not Specified,DrugBank,DB00540
Vincristine,3A5,substrate,Not Specified,DrugBank,DB00541
Carbamazepine,3A5,inducer,Not Specified,DrugBank,DB00564
Propranolol,3A5,substrate,Not Specified,DrugBank,DB00571
Clonidine,3A5,substrate,Not Specified,DrugBank,DB00575
Voriconazole,3A5,inhibitor,Not Specified,DrugBank,DB00582
Fluticasone Propionate,3A5,"substrate, inhibitor",Not Specified,DrugBank,DB00588
Ethosuximide,3A5,substrate,Not Specified,DrugBank,DB00593
Cisapride,3A5,substrate,Not Specified,DrugBank,DB00604
Chloroquine,3A5,substrate,Not Specified,DrugBank,DB00608
Imatinib,3A5,"substrate, inhibitor",Not Specified,DrugBank,DB00619
Nicardipine,3A5,inhibitor,Not Specified,DrugBank,DB00622
Testosterone,3A5,substrate,Not Specified,DrugBank,DB00624
Astemizole,3A5,substrate,Not Specified,DrugBank,DB00637
Simvastatin,3A5,substrate,Not Specified,DrugBank,DB00641
Estrone,3A5,substrate,Not Specified,DrugBank,DB00655
Trazodone,3A5,substrate,Not Specified,DrugBank,DB00656
Verapamil,3A5,"substrate, inhibitor",Not Specified,DrugBank,DB00661
Aprepitant,3A5,"substrate, inhibitor",Not Specified,DrugBank,DB00673
Tamoxifen,3A5,substrate,Not Specified,DrugBank,DB00675
Losartan,3A5,substrate,Not Specified,DrugBank,DB00678
Midazolam,3A5,substrate,Not Specified,DrugBank,DB00683
Mycophenolate mofetil,3A5,substrate,Not Specified,DrugBank,DB00688
Daunorubicin,3A5,inducer,Not Specified,DrugBank,DB00694
Eplerenone,3A5,substrate,Not Specified,DrugBank,DB00700
Amprenavir,3A5,substrate,Not Specified,DrugBank,DB00701
Delavirdine,3A5,inhibitor,Not Specified,DrugBank,DB00705
Norethindrone,3A5,substrate,Not Specified,DrugBank,DB00717
Nateglinide,3A5,substrate,Not Specified,DrugBank,DB00731
Risperidone,3A5,substrate,Not Specified,DrugBank,DB00734
Pentamidine,3A5,substrate,Not Specified,DrugBank,DB00738
Hydrocortisone,3A5,substrate,Not Specified,DrugBank,DB00741
Modafinil,3A5,"inhibitor, inducer",Not Specified,DrugBank,DB00745
Tretinoin,3A5,substrate,Not Specified,DrugBank,DB00755
Clopidogrel,3A5,substrate,Not Specified,DrugBank,DB00758
Irinotecan,3A5,substrate,Not Specified,DrugBank,DB00762
Etoposide,3A5,"substrate, inducer",Not Specified,DrugBank,DB00773
Oxcarbazepine,3A5,inducer,Not Specified,DrugBank,DB00776
Phenelzine,3A5,inhibitor,Not Specified,DrugBank,DB00780
Estradiol,3A5,substrate,Not Specified,DrugBank,DB00783
Sulfasalazine,3A5,substrate,Not Specified,DrugBank,DB00795
Alfentanil,3A5,substrate,Not Specified,DrugBank,DB00802
Fentanyl,3A5,substrate,Not Specified,DrugBank,DB00813
Disulfiram,3A5,substrate,Not Specified,DrugBank,DB00822
Diazepam,3A5,substrate,Not Specified,DrugBank,DB00829
Mifepristone,3A5,"substrate, inhibitor",Not Specified,DrugBank,DB00834
Oxazepam,3A5,substrate,Not Specified,DrugBank,DB00842
Vardenafil,3A5,substrate,Not Specified,DrugBank,DB00862
Ranitidine,3A5,inhibitor,Not Specified,DrugBank,DB00863
Tacrolimus,3A5,substrate,Not Specified,DrugBank,DB00864
Sirolimus,3A5,substrate,Not Specified,DrugBank,DB00877
Granisetron,3A5,substrate,Not Specified,DrugBank,DB00889
Triazolam,3A5,substrate,Not Specified,DrugBank,DB00897
Ondansetron,3A5,substrate,Not Specified,DrugBank,DB00904
Cocaine,3A5,substrate,Not Specified,DrugBank,DB00907
Buprenorphine,3A5,substrate,Not Specified,DrugBank,DB00921
Salmeterol,3A5,substrate,Not Specified,DrugBank,DB00938
Zalcitabine,3A5,substrate,Not Specified,DrugBank,DB00943
Zaleplon,3A5,substrate,Not Specified,DrugBank,DB00962
Azelastine,3A5,substrate,Not Specified,DrugBank,DB00972
Telithromycin,3A5,"substrate, inhibitor",Not Specified,DrugBank,DB00976
Felodipine,3A5,substrate,Not Specified,DrugBank,DB01023
Ketoconazole,3A5,inhibitor,Not Specified,DrugBank,DB01026
Thalidomide,3A5,inducer,Not Specified,DrugBank,DB01041
Rifampicin,3A5,inducer,Not Specified,DrugBank,DB01045
Nitrendipine,3A5,substrate,Not Specified,DrugBank,DB01054
Praziquantel,3A5,substrate,Not Specified,DrugBank,DB01058
Norfloxacin,3A5,inhibitor,Not Specified,DrugBank,DB01059
Oxybutynin,3A5,substrate,Not Specified,DrugBank,DB01062
Atorvastatin,3A5,substrate,Not Specified,DrugBank,DB01076
Fluvastatin,3A5,substrate,Not Specified,DrugBank,DB01095
Rosuvastatin,3A5,inhibitor,Not Specified,DrugBank,DB01098
Pimozide,3A5,substrate,Not Specified,DrugBank,DB01100
Quinacrine,3A5,substrate,Not Specified,DrugBank,DB01103
Chlorphenamine,3A5,substrate,Not Specified,DrugBank,DB01114
Nifedipine,3A5,substrate,Not Specified,DrugBank,DB01115
Amiodarone,3A5,inhibitor,Not Specified,DrugBank,DB01118
Dutasteride,3A5,substrate,Not Specified,DrugBank,DB01126
Nefazodone,3A5,inhibitor,Not Specified,DrugBank,DB01149
Cilostazol,3A5,substrate,Not Specified,DrugBank,DB01166
Itraconazole,3A5,inhibitor,Not Specified,DrugBank,DB01167
Phenobarbital,3A5,inducer,Not Specified,DrugBank,DB01174
Ifosfamide,3A5,substrate,Not Specified,DrugBank,DB01181
Domperidone,3A5,substrate,Not Specified,DrugBank,DB01184
Rifapentine,3A5,inducer,Not Specified,DrugBank,DB01201
Clarithromycin,3A5,"substrate, inhibitor",Not Specified,DrugBank,DB01211
Finasteride,3A5,substrate,Not Specified,DrugBank,DB01216
Halofantrine,3A5,substrate,Not Specified,DrugBank,DB01218
Quetiapine,3A5,substrate,Not Specified,DrugBank,DB01224
Levomethadyl Acetate,3A5,substrate,Not Specified,DrugBank,DB01227
Paclitaxel,3A5,substrate,Not Specified,DrugBank,DB01229
Saquinavir,3A5,"substrate, inhibitor",Not Specified,DrugBank,DB01232
Dexamethasone,3A5,"substrate, inducer",Not Specified,DrugBank,DB01234
Aripiprazole,3A5,substrate,Not Specified,DrugBank,DB01238
Docetaxel,3A5,substrate,Not Specified,DrugBank,DB01248
Dasatinib,3A5,substrate,Not Specified,DrugBank,DB01254
Lapatinib,3A5,substrate,Not Specified,DrugBank,DB01259
Sunitinib,3A5,substrate,Not Specified,DrugBank,DB01268
Mibefradil,3A5,inhibitor,Not Specified,DrugBank,DB01388
Iloperidone,3A5,substrate,Not Specified,DrugBank,DB04946
ado-trastuzumab emtansine,3A5,substrate,Not Specified,DrugBank,DB05773
Rivaroxaban,3A5,substrate,Not Specified,DrugBank,DB06228
Udenafil,3A5,substrate,Not Specified,DrugBank,DB06267
Temsirolimus,3A5,"substrate, inhibitor",Not Specified,DrugBank,DB06287
Saxagliptin,3A5,substrate,Not Specified,DrugBank,DB06335
Armodafinil,3A5,inducer,Not Specified,DrugBank,DB06413
Cethromycin,3A5,substrate,Not Specified,DrugBank,DB06419
Apixaban,3A5,substrate,Not Specified,DrugBank,DB06605
Axitinib,3A5,substrate,Not Specified,DrugBank,DB06626
Artemether,3A5,substrate,Not Specified,DrugBank,DB06697
Gestodene,3A5,inhibitor,Not Specified,DrugBank,DB06730
Seproxetine,3A5,inhibitor,Not Specified,DrugBank,DB06731
Cabazitaxel,3A5,substrate,Not Specified,DrugBank,DB06772
Crizotinib,3A5,"substrate, inhibitor",Not Specified,DrugBank,DB08865
Brentuximab vedotin,3A5,"substrate, inhibitor",Not Specified,DrugBank,DB08870
Boceprevir,3A5,"substrate, inhibitor",Not Specified,DrugBank,DB08873
Perampanel,3A5,substrate,Not Specified,DrugBank,DB08883
Enzalutamide,3A5,inhibitor,Not Specified,DrugBank,DB08899
Ponatinib,3A5,substrate,Not Specified,DrugBank,DB08901
Ibrutinib,3A5,substrate,Not Specified,DrugBank,DB09053
Daclatasvir,3A5,substrate,Not Specified,DrugBank,DB09102
Menadione,2A6,inhibitor,Not Specified,DrugBank,DB00170
Amphetamine,2A6,inhibitor,Not Specified,DrugBank,DB00182
Nicotine,2A6,"substrate, inhibitor",Not Specified,DrugBank,DB00184
Azithromycin,2A6,inhibitor,Not Specified,DrugBank,DB00207
Eletriptan,2A6,inducer,Not Specified,DrugBank,DB00216
Nevirapine,2A6,substrate,Not Specified,DrugBank,DB00238
Diethylstilbestrol,2A6,inhibitor,Not Specified,DrugBank,DB00255
Clotrimazole,2A6,inhibitor,Not Specified,DrugBank,DB00257
Lidocaine,2A6,substrate,Not Specified,DrugBank,DB00281
Pentobarbital,2A6,inducer,Not Specified,DrugBank,DB00312
Valproic Acid,2A6,"substrate, inducer",Not Specified,DrugBank,DB00313
Acetaminophen,2A6,substrate,Not Specified,DrugBank,DB00316
Chlorzoxazone,2A6,substrate,Not Specified,DrugBank,DB00356
Clozapine,2A6,substrate,Not Specified,DrugBank,DB00363
Amlodipine,2A6,inhibitor,Not Specified,DrugBank,DB00381
Progesterone,2A6,substrate,Not Specified,DrugBank,DB00396
Rosiglitazone,2A6,inhibitor,Not Specified,DrugBank,DB00412
Dronabinol,2A6,substrate,Not Specified,DrugBank,DB00470
Montelukast,2A6,substrate,Not Specified,DrugBank,DB00471
Zidovudine,2A6,substrate,Not Specified,DrugBank,DB00495
Cyclophosphamide,2A6,substrate,Not Specified,DrugBank,DB00531
Fluorouracil,2A6,substrate,Not Specified,DrugBank,DB00544
Methoxsalen,2A6,"substrate, inhibitor",Not Specified,DrugBank,DB00553
Cinnarizine,2A6,substrate,Not Specified,DrugBank,DB00568
Cisapride,2A6,substrate,Not Specified,DrugBank,DB00604
Clofibrate,2A6,inhibitor,Not Specified,DrugBank,DB00636
Tamoxifen,2A6,substrate,Not Specified,DrugBank,DB00675
Flurazepam,2A6,substrate,Not Specified,DrugBank,DB00690
Tranylcypromine,2A6,inhibitor,Not Specified,DrugBank,DB00752
Tretinoin,2A6,substrate,Not Specified,DrugBank,DB00755
Methimazole,2A6,inhibitor,Not Specified,DrugBank,DB00763
Propofol,2A6,substrate,Not Specified,DrugBank,DB00818
Prednisolone,2A6,inhibitor,Not Specified,DrugBank,DB00860
Clomifene,2A6,inhibitor,Not Specified,DrugBank,DB00882
Buprenorphine,2A6,inhibitor,Not Specified,DrugBank,DB00921
Isoniazid,2A6,inhibitor,Not Specified,DrugBank,DB00951
Azelastine,2A6,inhibitor,Not Specified,DrugBank,DB00972
Formoterol,2A6,substrate,Not Specified,DrugBank,DB00983
Letrozole,2A6,"substrate, inhibitor",Not Specified,DrugBank,DB01006
Metyrapone,2A6,inhibitor,Not Specified,DrugBank,DB01011
Ketoconazole,2A6,inhibitor,Not Specified,DrugBank,DB01026
Methoxyflurane,2A6,substrate,Not Specified,DrugBank,DB01028
Selegiline,2A6,substrate,Not Specified,DrugBank,DB01037
Memantine,2A6,inhibitor,Not Specified,DrugBank,DB01043
Rifampicin,2A6,"substrate, inhibitorinducer",Not Specified,DrugBank,DB01045
Norfloxacin,2A6,inhibitor,Not Specified,DrugBank,DB01059
Pilocarpine,2A6,"substrate, inhibitor",Not Specified,DrugBank,DB01085
Miconazole,2A6,inhibitor,Not Specified,DrugBank,DB01110
Nifedipine,2A6,substrate,Not Specified,DrugBank,DB01115
Amiodarone,2A6,inhibitor,Not Specified,DrugBank,DB01118
Desipramine,2A6,inhibitor,Not Specified,DrugBank,DB01151
Bupropion,2A6,substrate,Not Specified,DrugBank,DB01156
Halothane,2A6,substrate,Not Specified,DrugBank,DB01159
Phenobarbital,2A6,"inhibitor, inducer",Not Specified,DrugBank,DB01174
Ifosfamide,2A6,substrate,Not Specified,DrugBank,DB01181
Dexfenfluramine,2A6,inhibitor,Not Specified,DrugBank,DB01191
Fomepizole,2A6,inhibitor,Not Specified,DrugBank,DB01213
Dexamethasone,2A6,inducer,Not Specified,DrugBank,DB01234
Sevoflurane,2A6,substrate,Not Specified,DrugBank,DB01236
Arformoterol,2A6,substrate,Not Specified,DrugBank,DB01274
Amobarbital,2A6,inducer,Not Specified,DrugBank,DB01351
Troleandomycin,2A6,inhibitor,Not Specified,DrugBank,DB01361
Antipyrine,2A6,substrate,Not Specified,DrugBank,DB01435
Flunitrazepam,2A6,substrate,Not Specified,DrugBank,DB01544
Phenacetin,2A6,substrate,Not Specified,DrugBank,DB03783
Flunarizine,2A6,substrate,Not Specified,DrugBank,DB04841
Lorcaserin,2A6,substrate,Not Specified,DrugBank,DB04871
Ezogabine,2A6,inhibitor,Not Specified,DrugBank,DB04953
Dapagliflozin,2A6,substrate,Not Specified,DrugBank,DB06292
Nilvadipine,2A6,inhibitor,Not Specified,DrugBank,DB06712
Sulfaphenazole,2A6,inhibitor,Not Specified,DrugBank,DB06729
Cyclosporine,2D6,inhibitor,Not Specified,DrugBank,DB00091
Cholecalciferol,2D6,inhibitor,Not Specified,DrugBank,DB00169
Pravastatin,2D6,inhibitor,Not Specified,DrugBank,DB00175
Fluvoxamine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00176
Amphetamine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00182
Nicotine,2D6,substrate,Not Specified,DrugBank,DB00184
Cevimeline,2D6,substrate,Not Specified,DrugBank,DB00185
Bortezomib,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00188
Phentermine,2D6,inhibitor,Not Specified,DrugBank,DB00191
Tramadol,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00193
Betaxolol,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00195
Caffeine,2D6,substrate,Not Specified,DrugBank,DB00201
Sildenafil,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00203
Pyrimethamine,2D6,inhibitor,Not Specified,DrugBank,DB00205
Ticlopidine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00208
Trospium,2D6,inhibitor,Not Specified,DrugBank,DB00209
Midodrine,2D6,inhibitor,Not Specified,DrugBank,DB00211
Citalopram,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00215
Eletriptan,2D6,substrate,Not Specified,DrugBank,DB00216
Nelfinavir,2D6,inhibitor,Not Specified,DrugBank,DB00220
Indinavir,2D6,inhibitor,Not Specified,DrugBank,DB00224
Lovastatin,2D6,inhibitor,Not Specified,DrugBank,DB00227
Reboxetine,2D6,"inhibitor, inducer",Not Specified,DrugBank,DB00234
Nevirapine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00238
Ranolazine,2D6,inhibitor,Not Specified,DrugBank,DB00243
Benzatropine,2D6,substrate,Not Specified,DrugBank,DB00245
Ziprasidone,2D6,inhibitor,Not Specified,DrugBank,DB00246
Clotrimazole,2D6,inhibitor,Not Specified,DrugBank,DB00257
Sulfanilamide,2D6,inhibitor,Not Specified,DrugBank,DB00259
Metoprolol,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00264
Ropinirole,2D6,inhibitor,Not Specified,DrugBank,DB00268
Amsacrine,2D6,substrate,Not Specified,DrugBank,DB00276
Theophylline,2D6,substrate,Not Specified,DrugBank,DB00277
Lidocaine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00281
Clemastine,2D6,inhibitor,Not Specified,DrugBank,DB00283
Venlafaxine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00285
Atomoxetine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00289
Morphine,2D6,substrate,Not Specified,DrugBank,DB00295
Ropivacaine,2D6,substrate,Not Specified,DrugBank,DB00296
Bupivacaine,2D6,substrate,Not Specified,DrugBank,DB00297
Acetaminophen,2D6,substrate,Not Specified,DrugBank,DB00316
Gefitinib,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00317
Codeine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00318
Amitriptyline,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00321
Hydromorphone,2D6,substrate,Not Specified,DrugBank,DB00327
Ipratropium bromide,2D6,substrate,Not Specified,DrugBank,DB00332
Methadone,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00333
Olanzapine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00334
Nitrofural,2D6,substrate,Not Specified,DrugBank,DB00336
Omeprazole,2D6,inhibitor,Not Specified,DrugBank,DB00338
Terfenadine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00342
Diltiazem,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00343
Protriptyline,2D6,substrate,Not Specified,DrugBank,DB00344
Clobazam,2D6,inhibitor,Not Specified,DrugBank,DB00349
Chlorzoxazone,2D6,substrate,Not Specified,DrugBank,DB00356
Mefloquine,2D6,inhibitor,Not Specified,DrugBank,DB00358
Vinorelbine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00361
Clozapine,2D6,"substrate, inhibitor",Not Specified,DrugBank,DB00363
Mirtazapine,2D6,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00370
Timolol,2D6,substrate,Not Specified,DrugBank,DB00373
Palonosetron,2D6,substrate,Not Specified,DrugBank,DB00377
Mexiletine,2D6,substrate,Not Specified,DrugBank,DB00379
Amlodipine,2D6,inhibitor,Not Specified,DrugBank,DB00381
Progesterone,2D6,substrate,Not Specified,DrugBank,DB00396
Sorafenib,2D6,inhibitor,Not Specified,DrugBank,DB00398
Remoxipride,2D6,substrate,Not Specified,DrugBank,DB00409
