Drug,CYP***,Action,Species,Database,DrugID,Gene,Reference,Strength
Carbamazepine,CYP3A4,inducer,NotSpecified,KEGG,,,,
Dabrafenibmesylate,CYP3A4,inducer,NotSpecified,KEGG,,,,
Dexamethasonepalmitate,CYP3A4,inducer,NotSpecified,KEGG,,,,
Fosphenytoin,CYP3A4,inducer,NotSpecified,KEGG,,,,
Fosphenytoinsodium,CYP3A4,inducer,NotSpecified,KEGG,,,,
Fosphenytoinsodiumhydrate,CYP3A4,inducer,NotSpecified,KEGG,,,,
Nevirapine,CYP3A4,inducer,NotSpecified,KEGG,,,,
Phenobarbital,CYP3A4,inducer,NotSpecified,KEGG,,,,
Phenobarbitalsodium,CYP3A4,inducer,NotSpecified,KEGG,,,,
Phenobarbitaldiethylamine,CYP3A4,inducer,NotSpecified,KEGG,,,,
Rifampin,CYP3A4,inducer,NotSpecified,KEGG,,,,
Rifampicinsodium,CYP3A4,inducer,NotSpecified,KEGG,,,,
Rifabutin,CYP3A4,inducer,NotSpecified,KEGG,,,,
Carbamazepine,CYP3A5,inducer,NotSpecified,KEGG,,,,
Nevirapine,CYP3A5,inducer,NotSpecified,KEGG,,,,
Oxcarbazepine,CYP3A5,inducer,NotSpecified,KEGG,,,,
Phenobarbital,CYP3A5,inducer,NotSpecified,KEGG,,,,
Phenobarbitalsodium,CYP3A5,inducer,NotSpecified,KEGG,,,,
Phenobarbitaldiethylamine,CYP3A5,inducer,NotSpecified,KEGG,,,,
Rifabutin,CYP3A5,inducer,NotSpecified,KEGG,,,,
Troglitazone,CYP3A5,inducer,NotSpecified,KEGG,,,,
Carbamazepine,CYP3A7,inducer,NotSpecified,KEGG,,,,
Nevirapine,CYP3A7,inducer,NotSpecified,KEGG,,,,
Oxcarbazepine,CYP3A7,inducer,NotSpecified,KEGG,,,,
Phenobarbital,CYP3A7,inducer,NotSpecified,KEGG,,,,
Phenobarbitalsodium,CYP3A7,inducer,NotSpecified,KEGG,,,,
Phenobarbitaldiethylamine,CYP3A7,inducer,NotSpecified,KEGG,,,,
Rifabutin,CYP3A7,inducer,NotSpecified,KEGG,,,,
Troglitazone,CYP3A7,inducer,NotSpecified,KEGG,,,,
Amprenavir,CYP3A,inducer,NotSpecified,KEGG,,,,Weak
Aprepitant,CYP3A,inducer,NotSpecified,KEGG,,,,Weak
Armodafinil,CYP3A,inducer,NotSpecified,KEGG,,,,Weak
Avasimibe,CYP3A,inducer,NotSpecified,KEGG,,,,Strong
Bosentan,CYP3A,inducer,NotSpecified,KEGG,,,,Moderate
Bosentan,CYP3A,inducer,NotSpecified,KEGG,,,,Moderate
Carbamazepine,CYP3A,inducer,NotSpecified,KEGG,,,,Strong
Clobazam,CYP3A,inducer,NotSpecified,KEGG,,,,
Echinacea,CYP3A,inducer,NotSpecified,KEGG,,,,Weak
Efavirenz,CYP3A,inducer,NotSpecified,KEGG,,,,Moderate
Etravirine,CYP3A,inducer,NotSpecified,KEGG,,,,Moderate
Modafinil,CYP3A,inducer,NotSpecified,KEGG,,,,Moderate
Nafcillin,CYP3A,inducer,NotSpecified,KEGG,,,,Moderate
Nafcillinsodium,CYP3A,inducer,NotSpecified,KEGG,,,,Moderate
Phenobarbital,CYP3A,inducer,NotSpecified,KEGG,,,,
Phenobarbitalsodium,CYP3A,inducer,NotSpecified,KEGG,,,,
Phenobarbitaldiethylamine,CYP3A,inducer,NotSpecified,KEGG,,,,
Phenytoin,CYP3A,inducer,NotSpecified,KEGG,,,,Strong
Phenytoinsodium,CYP3A,inducer,NotSpecified,KEGG,,,,Strong
Pioglitazone,CYP3A,inducer,NotSpecified,KEGG,,,,Weak
Pioglitazonehydrochloride,CYP3A,inducer,NotSpecified,KEGG,,,,Weak
Prednisone,CYP3A,inducer,NotSpecified,KEGG,,,,Weak
Prednisoneacetate,CYP3A,inducer,NotSpecified,KEGG,,,,Weak
Rifampin,CYP3A,inducer,NotSpecified,KEGG,,,,Strong
Rifampicinsodium,CYP3A,inducer,NotSpecified,KEGG,,,,Strong
Rifabutin,CYP3A,inducer,NotSpecified,KEGG,,,,
Rufinamide,CYP3A,inducer,NotSpecified,KEGG,,,,Weak
St.Johnswort,CYP3A,inducer,NotSpecified,KEGG,,,,Strong
Vemurafenib,CYP3A,inducer,NotSpecified,KEGG,,,,Weak
Adrenaline-lidocainehydrochloridemixt,CYP3A4,substrate,NotSpecified,KEGG,,,,
Alprazolam,CYP3A4,substrate,NotSpecified,KEGG,,,,
Amitriptyline,CYP3A4,substrate,NotSpecified,KEGG,,,,
Amitriptylinehydrochloride,CYP3A4,substrate,NotSpecified,KEGG,,,,
Amiodarone,CYP3A4,substrate,NotSpecified,KEGG,,,,
Amiodaronehydrochloride,CYP3A4,substrate,NotSpecified,KEGG,,,,
Amlodipine,CYP3A4,substrate,NotSpecified,KEGG,,,,
Amlodipinebesylate,CYP3A4,substrate,NotSpecified,KEGG,,,,
Amlodipinemaleate,CYP3A4,substrate,NotSpecified,KEGG,,,,
Amoxapine,CYP3A4,substrate,NotSpecified,KEGG,,,,
Ampiroxicam,CYP3A4,substrate,NotSpecified,KEGG,,,,
Amprenavir,CYP3A4,substrate,NotSpecified,KEGG,,,,
Anastrozole,CYP3A4,substrate,NotSpecified,KEGG,,,,
Apixaban,CYP3A4,substrate,NotSpecified,KEGG,,,,
Aprepitant,CYP3A4,substrate,NotSpecified,KEGG,,,,
Fosaprepitantdimeglumine,CYP3A4,substrate,NotSpecified,KEGG,,,,
Aprindine hydrochloride,CYP3A4,substrate,NotSpecified,KEGG,,,,
Aranidipine,CYP3A4,substrate,NotSpecified,KEGG,,,,
Aripiprazole,CYP3A4,substrate,NotSpecified,KEGG,,,,
Armodafinil,CYP3A4,substrate,NotSpecified,KEGG,,,,
Astemizole,CYP3A4,substrate,NotSpecified,KEGG,,,,
Atorvastatin,CYP3A4,substrate,NotSpecified,KEGG,,,,
Atorvastatincalciumanhydorous,CYP3A4,substrate,NotSpecified,KEGG,,,,
Atorvastatincalcium,CYP3A4,substrate,NotSpecified,KEGG,,,,
Amlodipinebesilate-atorvastatincalciummixt,CYP3A4,substrate,NotSpecified,KEGG,,,,
Axitinib,CYP3A4,substrate,NotSpecified,KEGG,,,,
Atazanavir,CYP3A4,substrate,NotSpecified,KEGG,,,,
Atazanavirsulfate,CYP3A4,substrate,NotSpecified,KEGG,,,,
Azelnidipine,CYP3A4,substrate,NotSpecified,KEGG,,,,
Barnidipine,CYP3A4,substrate,NotSpecified,KEGG,,,,
Barnidipinehydrochloride,CYP3A4,substrate,NotSpecified,KEGG,,,,
Benidipine,CYP3A4,substrate,NotSpecified,KEGG,,,,
Benidipinehydrochloride,CYP3A4,substrate,NotSpecified,KEGG,,,,
Bepridil,CYP3A4,substrate,NotSpecified,KEGG,,,,
Bepridilhydrochloride,CYP3A4,substrate,NotSpecified,KEGG,,,,
Bicalutamide,CYP3A4,substrate,NotSpecified,KEGG,,,,
Blonanserin,CYP3A4,substrate,NotSpecified,KEGG,,,,
Bosentan,CYP3A4,substrate,NotSpecified,KEGG,,,,
Bosentan,CYP3A4,substrate,NotSpecified,KEGG,,,,
Bortezomib,CYP3A4,substrate,NotSpecified,KEGG,,,,
Bromazepam,CYP3A4,substrate,NotSpecified,KEGG,,,,
Bromocriptine,CYP3A4,substrate,NotSpecified,KEGG,,,,
Bromocriptinemesylate,CYP3A4,substrate,NotSpecified,KEGG,,,,
Bromperidol,CYP3A4,substrate,NotSpecified,KEGG,,,,
Bromperidoldecanoate,CYP3A4,substrate,NotSpecified,KEGG,,,,
Budesonide,CYP3A4,substrate,NotSpecified,KEGG,,,,
Budesonide-formoterolfumaratedihydratemixt,CYP3A4,substrate,NotSpecified,KEGG,,,,
Bupivacainehydrochloride,CYP3A4,substrate,NotSpecified,KEGG,,,,
Cabergoline,CYP3A4,substrate,NotSpecified,KEGG,,,,
Caffeine,CYP3A4,substrate,NotSpecified,KEGG,,,,
Caffeine hydrate,CYP3A4,substrate,NotSpecified,KEGG,,,,
Candesartancilexetilandanmlodipinebesylatetablets,CYP3A4,substrate,NotSpecified,KEGG,,,,
Carbamazepine,CYP3A4,substrate,NotSpecified,KEGG,,,,
Carvedilol,CYP3A4,substrate,NotSpecified,KEGG,,,,
Carvedilolphosphate,CYP3A4,substrate,NotSpecified,KEGG,,,,
Cerivastatin,CYP3A4,substrate,NotSpecified,KEGG,,,,
Cerivastatinsodium,CYP3A4,substrate,NotSpecified,KEGG,,,,
Cevimeline,CYP3A4,substrate,NotSpecified,KEGG,,,,
Cevimelinehydrochloride,CYP3A4,substrate,NotSpecified,KEGG,,,,
Chloramphenicol,CYP3A4,substrate,NotSpecified,KEGG,,,,
Chlorphenamine,CYP3A4,substrate,NotSpecified,KEGG,,,,
Chlorpheniraminemaleate,CYP3A4,substrate,NotSpecified,KEGG,,,,
Chlorpheniraminepolistirex,CYP3A4,substrate,NotSpecified,KEGG,,,,
Cifenline,CYP3A4,substrate,NotSpecified,KEGG,,,,
Cifenlinesuccinate,CYP3A4,substrate,NotSpecified,KEGG,,,,
Ciclesonide,CYP3A4,substrate,NotSpecified,KEGG,,,,
Cyclosporine,CYP3A4,substrate,NotSpecified,KEGG,,,,
Cilnidipine,CYP3A4,substrate,NotSpecified,KEGG,,,,
Cilostazol,CYP3A4,substrate,NotSpecified,KEGG,,,,
Cimetidine,CYP3A4,substrate,NotSpecified,KEGG,,,,
Cimetidinehydrochloride,CYP3A4,substrate,NotSpecified,KEGG,,,,
Cinacalcethydrochloride,CYP3A4,substrate,NotSpecified,KEGG,,,,
Ciprofloxacin,CYP3A4,substrate,NotSpecified,KEGG,,,,
Ciprofloxacinhydrochloride,CYP3A4,substrate,NotSpecified,KEGG,,,,
Ciprofloxacinlactate,CYP3A4,substrate,NotSpecified,KEGG,,,,
Cisapride,CYP3A4,substrate,NotSpecified,KEGG,,,,
Cisapride,CYP3A4,substrate,NotSpecified,KEGG,,,,
Citalopram,CYP3A4,substrate,NotSpecified,KEGG,,,,
Citalopramhydrobromide,CYP3A4,substrate,NotSpecified,KEGG,,,,
Citalopramhydrochloride,CYP3A4,substrate,NotSpecified,KEGG,,,,
Clarithromycin,CYP3A4,substrate,NotSpecified,KEGG,,,,
Clarithromycinlactobionate,CYP3A4,substrate,NotSpecified,KEGG,,,,
Clobazam,CYP3A4,substrate,NotSpecified,KEGG,,,,
Clomipramine,CYP3A4,substrate,NotSpecified,KEGG,,,,
Clomipraminehydrochloride,CYP3A4,substrate,NotSpecified,KEGG,,,,
Clopidogrel,CYP3A4,substrate,NotSpecified,KEGG,,,,
Clopidogrelbisulfate,CYP3A4,substrate,NotSpecified,KEGG,,,,
Clozapine,CYP3A4,substrate,NotSpecified,KEGG,,,,
Codeine,CYP3A4,substrate,NotSpecified,KEGG,,,,
Codeine phosphate,CYP3A4,substrate,NotSpecified,KEGG,,,,
Codeinesulfate,CYP3A4,substrate,NotSpecified,KEGG,,,,
Codeine hydrochloride,CYP3A4,substrate,NotSpecified,KEGG,,,,
Colchicine,CYP3A4,substrate,NotSpecified,KEGG,,,,
Colforsindaropatehydrochloride,CYP3A4,substrate,NotSpecified,KEGG,,,,
"Estrogensconjugated""",CYP3A4,substrate,NotSpecified,KEGG,,,,
Amlodipine,CYP3A5,substrate,NotSpecified,KEGG,,,,
Amlodipinebesylate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Amlodipinemaleate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Apixaban,CYP3A5,substrate,NotSpecified,KEGG,,,,
Aprepitant,CYP3A5,substrate,NotSpecified,KEGG,,,,
Fosaprepitantdimeglumine,CYP3A5,substrate,NotSpecified,KEGG,,,,
Astemizole,CYP3A5,substrate,NotSpecified,KEGG,,,,
Axitinib,CYP3A5,substrate,NotSpecified,KEGG,,,,
Caffeine,CYP3A5,substrate,NotSpecified,KEGG,,,,
Caffeine hydrate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Chlorphenamine,CYP3A5,substrate,NotSpecified,KEGG,,,,
Chlorpheniraminemaleate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Chlorpheniraminepolistirex,CYP3A5,substrate,NotSpecified,KEGG,,,,
Cyclosporine,CYP3A5,substrate,NotSpecified,KEGG,,,,
Cortisone,CYP3A5,substrate,NotSpecified,KEGG,,,,
Cisapride,CYP3A5,substrate,NotSpecified,KEGG,,,,
Cisapride,CYP3A5,substrate,NotSpecified,KEGG,,,,
Dexamethasone,CYP3A5,substrate,NotSpecified,KEGG,,,,
Dexamethasonesodiumphosphate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Dexamethasonemetasulfobenzoatesodium,CYP3A5,substrate,NotSpecified,KEGG,,,,
Dexamethasonepalmitate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Dexamethasonedipropionate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Dexamethasonevalerate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Dexamethasoneacetate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Dexamethasoneacefurate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Dexamethasonebeloxil,CYP3A5,substrate,NotSpecified,KEGG,,,,
Dexamethasonecipecilate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Dexamethasone21-acetate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Dexamethasoneisonicotinate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Dexamethasonesodiumhemisulfate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Dexamethasone21-tebutate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Dexamethasone21-valerate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Dexamethasonephenylpropionate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Dexamethasonephosphate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Dexchlorpheniramine,CYP3A5,substrate,NotSpecified,KEGG,,,,
Dexchlorpheniraminemaleate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Dexpropranololhydrochloride,CYP3A5,substrate,NotSpecified,KEGG,,,,
Diltiazem,CYP3A5,substrate,NotSpecified,KEGG,,,,
Diltiazemhydrochloride,CYP3A5,substrate,NotSpecified,KEGG,,,,
Diltiazemmalate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Domperidone,CYP3A5,substrate,NotSpecified,KEGG,,,,
Domperidonemaleate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Dutasteride,CYP3A5,substrate,NotSpecified,KEGG,,,,
Eplerenone,CYP3A5,substrate,NotSpecified,KEGG,,,,
Erythromycin,CYP3A5,substrate,NotSpecified,KEGG,,,,
Erythromycinestolate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Erythromycinlactobionate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Erythromycinstearate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Erythromycinacistrate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Erythromycingluceptate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Erythromycinpropionate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Erythromycinsalnacedin,CYP3A5,substrate,NotSpecified,KEGG,,,,
Erythromycinthiocyanate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Erythromycinstinoprate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Felodipine,CYP3A5,substrate,NotSpecified,KEGG,,,,
Fentanyl,CYP3A5,substrate,NotSpecified,KEGG,,,,
Fentanylcitrate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Hydrocortisone,CYP3A5,substrate,NotSpecified,KEGG,,,,
Hydrocortisoneacetate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Hydrocortisonecypionate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Hydrocortisonesodiumphosphate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Hydrocortisonesodiumsuccinate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Hydrocortisonesuccinate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Hydrocortisonebutyrate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Hydrocortisoneprobutate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Hydrocortisonevalerate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Hydrocortisonehemisuccinate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Hydrocortisoneaceponate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Hydrocortisonecaproate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Hydroquininehydrobromide,CYP3A5,substrate,NotSpecified,KEGG,,,,
Haloperidol,CYP3A5,substrate,NotSpecified,KEGG,,,,
Haloperidoldecanoate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Haloperidollactate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Hydroxyzine,CYP3A5,substrate,NotSpecified,KEGG,,,,
Hydroxyzinehydrochloride,CYP3A5,substrate,NotSpecified,KEGG,,,,
Hydroxyzinepamoate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Imatinib,CYP3A5,substrate,NotSpecified,KEGG,,,,
Imatinibmesylate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Indinavir,CYP3A5,substrate,NotSpecified,KEGG,,,,
Indinavirsulfate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Indinavirsulfateethanolate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Irinotecan,CYP3A5,substrate,NotSpecified,KEGG,,,,
Irinotecan hydrochloride,CYP3A5,substrate,NotSpecified,KEGG,,,,
Lapatinib,CYP3A5,substrate,NotSpecified,KEGG,,,,
Lapatinibditosylate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Lercanidipine,CYP3A5,substrate,NotSpecified,KEGG,,,,
Lercanidipinehydrochloride,CYP3A5,substrate,NotSpecified,KEGG,,,,
Lovastatin,CYP3A5,substrate,NotSpecified,KEGG,,,,
Midazolam,CYP3A5,substrate,NotSpecified,KEGG,,,,
Midazolamhydrochloride,CYP3A5,substrate,NotSpecified,KEGG,,,,
Midazolammaleate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Naratriptan,CYP3A5,substrate,NotSpecified,KEGG,,,,
Naratriptanhydrochloride,CYP3A5,substrate,NotSpecified,KEGG,,,,
Nateglinide,CYP3A5,substrate,NotSpecified,KEGG,,,,
Nifedipine,CYP3A5,substrate,NotSpecified,KEGG,,,,
Nitrendipine,CYP3A5,substrate,NotSpecified,KEGG,,,,
Pimozide,CYP3A5,substrate,NotSpecified,KEGG,,,,
Propranolol,CYP3A5,substrate,NotSpecified,KEGG,,,,
Propranololhydrochloride,CYP3A5,substrate,NotSpecified,KEGG,,,,
Quetiapine,CYP3A5,substrate,NotSpecified,KEGG,,,,
Quetiapinefumarate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Quinine,CYP3A5,substrate,NotSpecified,KEGG,,,,
Quininehydrochloridehydrate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Quininesulfate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Quinineascorbate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Quininedihydrochloride,CYP3A5,substrate,NotSpecified,KEGG,,,,
Rivaroxaban,CYP3A5,substrate,NotSpecified,KEGG,,,,
Salmeterol,CYP3A5,substrate,NotSpecified,KEGG,,,,
Salmeterolxinafoate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Saquinavir,CYP3A5,substrate,NotSpecified,KEGG,,,,
Saquinavirmesylate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Sildenafil,CYP3A5,substrate,NotSpecified,KEGG,,,,
Sildenafilcitrate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Tacrolimus,CYP3A5,substrate,NotSpecified,KEGG,,,,
Tacrolimus,CYP3A5,substrate,NotSpecified,KEGG,,,,
Telithromycin,CYP3A5,substrate,NotSpecified,KEGG,,,,
Terfenadine,CYP3A5,substrate,NotSpecified,KEGG,,,,
Testosterone,CYP3A5,substrate,NotSpecified,KEGG,,,,
Testosteronecypionate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Testosteroneenanthate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Testosteronepropionate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Testosteroneketolaurate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Testosteronephenylacetate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Testosteroneundecanoate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Testosteronedecanoate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Testosteronephenylpropionate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Trazodone,CYP3A5,substrate,NotSpecified,KEGG,,,,
Trazodonehydrochloride,CYP3A5,substrate,NotSpecified,KEGG,,,,
Verapamil,CYP3A5,substrate,NotSpecified,KEGG,,,,
Verapamilhydrochloride,CYP3A5,substrate,NotSpecified,KEGG,,,,
Zaleplon,CYP3A5,substrate,NotSpecified,KEGG,,,,
Ziprasidone,CYP3A5,substrate,NotSpecified,KEGG,,,,
Ziprasidonehydrochloride,CYP3A5,substrate,NotSpecified,KEGG,,,,
Ziprasidonemesylate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Zolpidem,CYP3A5,substrate,NotSpecified,KEGG,,,,
Zolpidemtartrate,CYP3A5,substrate,NotSpecified,KEGG,,,,
Amlodipine,CYP3A7,substrate,NotSpecified,KEGG,,,,
Amlodipinebesylate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Amlodipinemaleate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Aprepitant,CYP3A7,substrate,NotSpecified,KEGG,,,,
Fosaprepitantdimeglumine,CYP3A7,substrate,NotSpecified,KEGG,,,,
Astemizole,CYP3A7,substrate,NotSpecified,KEGG,,,,
Caffeine,CYP3A7,substrate,NotSpecified,KEGG,,,,
Caffeine hydrate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Chlorphenamine,CYP3A7,substrate,NotSpecified,KEGG,,,,
Chlorpheniraminemaleate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Chlorpheniraminepolistirex,CYP3A7,substrate,NotSpecified,KEGG,,,,
Cyclosporine,CYP3A7,substrate,NotSpecified,KEGG,,,,
Cisapride,CYP3A7,substrate,NotSpecified,KEGG,,,,
Cisapride,CYP3A7,substrate,NotSpecified,KEGG,,,,
Dexamethasone,CYP3A7,substrate,NotSpecified,KEGG,,,,
Dexamethasonesodiumphosphate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Dexamethasonemetasulfobenzoatesodium,CYP3A7,substrate,NotSpecified,KEGG,,,,
Dexamethasonepalmitate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Dexamethasonedipropionate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Dexamethasonevalerate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Dexamethasoneacetate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Dexamethasoneacefurate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Dexamethasonebeloxil,CYP3A7,substrate,NotSpecified,KEGG,,,,
Dexamethasonecipecilate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Dexamethasone21-acetate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Dexamethasoneisonicotinate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Dexamethasonesodiumhemisulfate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Dexamethasone21-tebutate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Dexamethasone21-valerate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Dexamethasonephenylpropionate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Dexamethasonephosphate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Dexchlorpheniramine,CYP3A7,substrate,NotSpecified,KEGG,,,,
Dexchlorpheniraminemaleate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Dexpropranololhydrochloride,CYP3A7,substrate,NotSpecified,KEGG,,,,
Domperidone,CYP3A7,substrate,NotSpecified,KEGG,,,,
Domperidonemaleate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Diltiazem,CYP3A7,substrate,NotSpecified,KEGG,,,,
Diltiazemhydrochloride,CYP3A7,substrate,NotSpecified,KEGG,,,,
Diltiazemmalate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Eplerenone,CYP3A7,substrate,NotSpecified,KEGG,,,,
Erythromycin,CYP3A7,substrate,NotSpecified,KEGG,,,,
Erythromycinestolate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Erythromycinethylsuccinate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Erythromycinlactobionate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Erythromycinstearate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Erythromycinacistrate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Erythromycingluceptate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Erythromycinpropionate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Erythromycinsalnacedin,CYP3A7,substrate,NotSpecified,KEGG,,,,
Erythromycinthiocyanate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Erythromycinstinoprate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Felodipine,CYP3A7,substrate,NotSpecified,KEGG,,,,
Fentanyl,CYP3A7,substrate,NotSpecified,KEGG,,,,
Fentanylcitrate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Haloperidol,CYP3A7,substrate,NotSpecified,KEGG,,,,
Haloperidoldecanoate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Haloperidollactate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Hydrocortisone,CYP3A7,substrate,NotSpecified,KEGG,,,,
Hydrocortisoneacetate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Hydrocortisonecypionate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Hydrocortisonesodiumphosphate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Hydrocortisonesodiumsuccinate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Hydrocortisonesuccinate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Hydrocortisonebutyrate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Hydrocortisoneprobutate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Hydrocortisonevalerate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Hydrocortisonehemisuccinate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Hydrocortisoneaceponate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Hydrocortisonecaproate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Hydroquininehydrobromide,CYP3A7,substrate,NotSpecified,KEGG,,,,
Indinavir,CYP3A7,substrate,NotSpecified,KEGG,,,,
Indinavirsulfate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Indinavirsulfateethanolate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Irinotecan,CYP3A7,substrate,NotSpecified,KEGG,,,,
Irinotecan hydrochloride,CYP3A7,substrate,NotSpecified,KEGG,,,,
Lercanidipine,CYP3A7,substrate,NotSpecified,KEGG,,,,
Lercanidipinehydrochloride,CYP3A7,substrate,NotSpecified,KEGG,,,,
Lovastatin,CYP3A7,substrate,NotSpecified,KEGG,,,,
Midazolam,CYP3A7,substrate,NotSpecified,KEGG,,,,
Midazolamhydrochloride,CYP3A7,substrate,NotSpecified,KEGG,,,,
Midazolammaleate,CYP3A7,substrate,NotSpecified,KEGG,,,,
Nateglinide,CYP3A7,substrate,NotSpecified,KEGG,,,,
Nitrendipine,CYP3A7,substrate,NotSpecified,KEGG,,,,
Pimozide,CYP3A7,substrate,NotSpecified,KEGG,,,,
Propranolol,CYP3A7,substrate,NotSpecified,KEGG,,,,
